"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0042098","T cell proliferation","58/2331","177/17913",7.56582809287701e-12,6.86046011991032e-10,6.00242782623554e-10,"TNFSF9/IRF1/DOCK2/PTPRC/CD3E/BTN2A2/HLA-DPA1/CD28/NCKAP1L/HLA-DPB1/PIK3CG/IL1B/XCL1/CD6/SPN/CD274/CCR2/HAVCR2/ZAP70/IL6ST/EBI3/HLA-E/DOCK8/TNFSF8/ICOSLG/CD1D/IL10/SPTA1/BTN3A1/TNFSF14/RIPK2/HLA-G/LILRB1/RAC2/IL2/WNT4/HHLA2/MSN/CTLA4/CD276/PSMB10/ELF4/CASP3/PDE5A/BMP4/TMIGD2/IL27/LILRB2/STAT5B/TNFRSF1B/AIF1/CEBPB/NCK1/SCGB1A1/EPO/IDO1/HLA-DMB/IL12A",58
"BP","GO:0050866","negative regulation of cell activation","60/2331","187/17913",8.99712018122866e-12,8.03470096184269e-10,7.02980729949589e-10,"IRF1/LAX1/CD300LF/TIGIT/RUNX3/CD74/PTPRC/BTN2A2/PTPN22/TBX21/CD84/CST7/JAK3/LAG3/XCL1/PTPN2/FCGR2B/HLA-F/SPN/CD274/SAMSN1/CCR2/BPI/HAVCR2/SLA2/LST1/MERTK/TSPAN32/TNFAIP3/LRFN5/ZC3H12A/IL10/TYROBP/IL4R/PDGFA/ABAT/IFNL1/HLA-G/LILRB1/MILR1/IL2/INHBA/FOXF1/CX3CL1/GCLC/CTLA4/HMOX1/CASP3/PDE5A/BMP4/CD300A/LILRB2/SMAD7/CEBPB/SCGB1A1/CBFB/IDO1/MDK/SOCS5/NOS3",60
"BP","GO:0002521","leukocyte differentiation","117/2331","485/17913",1.12335421286709e-11,9.88216377707262e-10,8.64620940901162e-10,"CD79A/IRF4/RHOH/EVI2B/EOMES/IRF1/LY9/RUNX3/SLAMF6/DOCK2/CD74/IKZF3/PTPRC/GPR55/CD3E/BTN2A2/CD27/LCK/CD28/NCKAP1L/PTPN22/TNFRSF18/TBX21/ADAM8/TESPA1/JAK3/LAG3/CD3D/ITGA4/PTPN2/THOC5/FCGR2B/RELB/SPN/LRRK1/CR1/SPI1/CD83/CD2/CCR2/TOX/ZAP70/B2M/THEMIS/CD86/PRR7/MERTK/TCF7/NTRK1/ZC3H12A/RASGRP1/DOCK10/CD1D/IL10/TYROBP/HCLS1/BATF/IL4R/GPR183/TLR9/FANCD2/RSAD2/CEBPA/PLA2G2D/TNFRSF11A/PAX1/FZD9/JMJD6/FCER1G/HDAC9/IFNL1/RIPK2/CARTPT/HLA-G/LILRB1/CAMK4/BATF2/ATP11C/IL2/BCL3/WNT4/INHBA/NFAM1/LYN/DNAJB9/VAV1/CTLA4/DOCK11/HNF1A/SNX10/ITGB1/BMP4/IL27/HLA-DOA/MYB/AZI2/IL18R1/STAT6/LILRB2/STAT5B/SLAMF8/KLF10/SMAD7/CEBPB/LILRB4/PTGER4/SIRT1/SBNO2/CBFB/CCR1/MDK/SOCS5/PRTN3/LRRC17/PRKCZ/IL12A/XBP1",117
"BP","GO:0032729","positive regulation of interferon-gamma production","30/2331","62/17913",1.47792611409975e-11,1.28101419360352e-09,1.12079876671435e-09,"SLAMF6/LTA/IRF8/CD3E/HLA-DPA1/CD244/PTPN22/HLA-DPB1/IL1B/TXK/CD2/KLRK1/CCR2/HAVCR2/TLR7/EBI3/RASGRP1/TLR9/IFNL1/RIPK2/IL2/BCL3/WNT5A/HMHB1/CD276/IL12RB2/IL27/IL18R1/HSPD1/IL12A",30
"BP","GO:0002440","production of molecular mediator of immune response","60/2331","191/17913",2.41695562115099e-11,2.06457049725565e-09,1.8063563063339e-09,"MZB1/CHGA/LAX1/NOD2/CD74/PTPRC/CD244/CD28/TBX21/JAK3/GCNT3/SEMA7A/IL1B/KLK3/XCL1/FCGR2B/HLA-F/KLK5/CCR2/ELANE/B2M/BST2/CD96/HLA-E/CD40/IL10/BATF/IL4R/TLR9/MAD2L2/RSAD2/FCER1G/HLA-G/HLA-DQB1/LILRB1/PAXIP1/BCL10/IL18RAP/IL2/DDX1/TGFB3/TRAF3IP2/DNAJB9/WNT5A/HMOX1/GALNT2/KLK7/TRAF2/IL33/IL18R1/STAT6/TNFRSF1B/SMAD7/TRPM4/SIRT1/CD22/HSPD1/PRKCZ/IL12A/XBP1",60
"BP","GO:0002683","negative regulation of immune system process","109/2331","451/17913",5.10500919999397e-11,4.29841774639492e-09,3.76081805575495e-09,"HLA-DOB/IRF4/MICB/IRF1/LAX1/CD300LF/TIGIT/RUNX3/CCL25/CD74/PTPRC/GPR55/BTN2A2/PTPN22/TBX21/CD84/CST7/JAK3/LAG3/NCAPG2/NLRC5/GREM1/SERPINB4/XCL1/PTPN2/FCGR2B/HLA-F/SPN/CD274/CR1/PDCD1/SAMSN1/KLRK1/MEIS1/CCR2/STAP1/BPI/HAVCR2/SLA2/LST1/BST2/CD96/PARP14/MERTK/TSPAN32/TNFAIP3/TICAM2/HLA-E/LRFN5/DHX58/C4BPA/ZC3H12A/NMI/IL10/TYROBP/NLRX1/A2M/IL4R/TLR9/HOXB8/FCER1G/IFNL1/CCL2/CARTPT/HLA-G/LILRB1/BCL10/DPF2/MILR1/IL2/COL3A1/TGFB3/INHBA/FOXF1/LYN/CX3CL1/MFHAS1/CTLA4/HMOX1/CASP3/PDE5A/LPXN/CD200R1/TRAFD1/BMP4/CD300A/DUSP1/IL33/HLA-DOA/LEO1/STAT6/LILRB2/STAT5B/HTRA1/SLAMF8/THBS1/SMAD7/CEBPB/LILRB4/SCGB1A1/PTGER4/DRD2/CBFB/CD22/IDO1/ADAR/MDK/SOCS5/LRRC17",109
"BP","GO:0051607","defense response to virus","67/2331","231/17913",8.96610030978453e-11,7.44312608815071e-09,6.5122202250014e-09,"CXCL10/MICB/IRF1/BIRC3/PTPRC/STAT1/CXCL9/PARP9/PMAIP1/IFI44L/IL1B/OASL/NLRC5/TRIM22/NT5C3A/IRF9/APOBEC3A/OAS1/UNC13D/BST2/EIF2AK2/TLR7/IFNAR2/MAP3K14/TSPAN32/TNFAIP3/CD40/PLSCR1/OAS2/POLR3G/DHX58/DTX3L/OAS3/ZC3H12A/IFIT1/PRF1/MX2/IRF2/NLRX1/ELMOD2/RSAD2/APOBEC3G/IFNL1/ZC3HAV1/LILRB1/BPIFA1/DDX1/TRAF3IP2/TRAF3/IFIH1/RTP4/IL33/IL27/NCBP3/LYST/CARD9/HTRA1/IFIT5/DDX60/IFNE/LSM14A/RNASE6/IFNLR1/ADAR/TRIM11/KCNJ8/RELA",67
"BP","GO:0045619","regulation of lymphocyte differentiation","53/2331","164/17913",1.07442144714011e-10,8.79533334644975e-09,7.69530799640265e-09,"IRF4/IRF1/RUNX3/CD74/IKZF3/PTPRC/BTN2A2/CD27/CD28/NCKAP1L/TNFRSF18/TBX21/ADAM8/TESPA1/JAK3/LAG3/PTPN2/CR1/CD83/CD2/CCR2/TOX/ZAP70/CD86/ZC3H12A/RASGRP1/IL4R/TLR9/FANCD2/IFNL1/RIPK2/HLA-G/CAMK4/ATP11C/IL2/INHBA/NFAM1/CTLA4/BMP4/IL27/HLA-DOA/MYB/LILRB2/STAT5B/SLAMF8/SMAD7/LILRB4/CBFB/MDK/SOCS5/PRKCZ/IL12A/XBP1",53
"BP","GO:0034340","response to type I interferon","37/2331","95/17913",1.8684137043278e-10,1.50855210593261e-08,1.31987869322305e-08,"IRF4/IRF1/IRF8/STAT1/JAK1/OASL/NLRC5/HLA-B/PTPN2/HLA-F/SP100/IRF9/OAS1/BST2/IFNAR2/HLA-E/OAS2/OAS3/IFIT1/MX2/HLA-A/IRF2/PSMB8/HSP90AB1/RSAD2/HLA-G/HLA-C/IFI35/XAF1/GBP2/WNT5A/SHMT2/IFIT2/IFITM1/LSM14A/ADAR/IFIT3",37
"BP","GO:0060337","type I interferon signaling pathway","36/2331","91/17913",1.95231320703291e-10,1.53425787230026e-08,1.34236945982516e-08,"IRF4/IRF1/IRF8/STAT1/JAK1/OASL/NLRC5/HLA-B/PTPN2/HLA-F/SP100/IRF9/OAS1/BST2/IFNAR2/HLA-E/OAS2/OAS3/IFIT1/MX2/HLA-A/IRF2/PSMB8/HSP90AB1/RSAD2/HLA-G/HLA-C/IFI35/XAF1/GBP2/WNT5A/IFIT2/IFITM1/LSM14A/ADAR/IFIT3",36
"BP","GO:0071357","cellular response to type I interferon","36/2331","91/17913",1.95231320703291e-10,1.53425787230026e-08,1.34236945982516e-08,"IRF4/IRF1/IRF8/STAT1/JAK1/OASL/NLRC5/HLA-B/PTPN2/HLA-F/SP100/IRF9/OAS1/BST2/IFNAR2/HLA-E/OAS2/OAS3/IFIT1/MX2/HLA-A/IRF2/PSMB8/HSP90AB1/RSAD2/HLA-G/HLA-C/IFI35/XAF1/GBP2/WNT5A/IFIT2/IFITM1/LSM14A/ADAR/IFIT3",36
"BP","GO:0042129","regulation of T cell proliferation","49/2331","149/17913",2.72386095915711e-10,2.1124258543779e-08,1.84822643198209e-08,"TNFSF9/IRF1/PTPRC/CD3E/BTN2A2/HLA-DPA1/CD28/NCKAP1L/HLA-DPB1/IL1B/XCL1/CD6/SPN/CD274/CCR2/HAVCR2/ZAP70/IL6ST/EBI3/HLA-E/TNFSF8/ICOSLG/CD1D/IL10/SPTA1/RIPK2/HLA-G/LILRB1/RAC2/IL2/HHLA2/CTLA4/CD276/CASP3/PDE5A/BMP4/TMIGD2/IL27/LILRB2/STAT5B/TNFRSF1B/AIF1/CEBPB/NCK1/SCGB1A1/EPO/IDO1/HLA-DMB/IL12A",49
"BP","GO:0002286","T cell activation involved in immune response","35/2331","88/17913",2.92129931231995e-10,2.23612183724855e-08,1.95645185660362e-08,"IRF4/EOMES/LY9/SLAMF6/TBX21/JAK3/FCGR2B/RAB27A/RELB/SPN/ITGAL/HAVCR2/CD86/ZC3H12A/BATF/LCP1/IL4R/GPR183/APBB1IP/IFNL1/RIPK2/LILRB1/IL2/BCL3/ICAM1/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/MDK/SOCS5/HLA-DMB/PRKCZ",35
"BP","GO:0009615","response to virus","83/2331","323/17913",4.58351202458495e-10,3.46348972729534e-08,3.03031382030252e-08,"CXCL10/MICB/IRF1/PIM2/BIRC3/PTPRC/STAT1/CXCL9/PARP9/PMAIP1/IFI44L/TBX21/CXCR4/IL1B/OASL/NLRC5/TRIM22/NT5C3A/XCL1/IRF9/APOBEC3A/OAS1/UNC13D/BST2/EIF2AK2/TLR7/IFNAR2/MAP3K14/TSPAN32/TNFAIP3/CD40/CLU/PLSCR1/OAS2/POLR3G/DHX58/DTX3L/OAS3/ZC3H12A/IFIT1/PRF1/MX2/IRF2/NLRX1/IFI44/ELMOD2/RSAD2/APOBEC3G/IFNL1/ZC3HAV1/LILRB1/BPIFA1/DDX1/BCL3/TRAF3IP2/TRAF3/IFIH1/RTP4/CCL22/IL33/IL27/NCBP3/LYST/CARD9/GBF1/HTRA1/IFIT5/IFIT2/IFNGR1/IFITM1/DDX60/IFNE/LSM14A/RNASE6/IFNLR1/ADAR/IFIT3/TRIM11/FGR/KCNJ8/RELA/IL12A/LCN2",83
"BP","GO:0002700","regulation of production of molecular mediator of immune response","46/2331","138/17913",5.75772915446913e-10,4.29570324511912e-08,3.75844305499591e-08,"MZB1/NOD2/CD74/PTPRC/CD244/CD28/TBX21/JAK3/SEMA7A/IL1B/XCL1/FCGR2B/HLA-F/KLK5/CCR2/B2M/BST2/CD96/HLA-E/CD40/IL10/IL4R/TLR9/MAD2L2/RSAD2/FCER1G/HLA-G/LILRB1/PAXIP1/BCL10/IL2/DDX1/TGFB3/WNT5A/HMOX1/KLK7/TRAF2/IL33/IL18R1/STAT6/TNFRSF1B/SMAD7/TRPM4/CD22/PRKCZ/XBP1",46
"BP","GO:0050777","negative regulation of immune response","47/2331","143/17913",6.40324033486549e-10,4.71758731671215e-08,4.12756242111921e-08,"PTPRC/TBX21/CD84/JAK3/NLRC5/SERPINB4/XCL1/PTPN2/FCGR2B/HLA-F/CR1/PDCD1/SAMSN1/CCR2/HAVCR2/BST2/CD96/PARP14/TNFAIP3/HLA-E/DHX58/C4BPA/ZC3H12A/NMI/IL10/NLRX1/A2M/IL4R/IFNL1/HLA-G/LILRB1/IL2/COL3A1/TGFB3/FOXF1/LYN/CTLA4/HMOX1/TRAFD1/CD300A/IL33/STAT6/SLAMF8/SMAD7/DRD2/ADAR/SOCS5",47
"BP","GO:0045580","regulation of T cell differentiation","46/2331","139/17913",7.53180696422929e-10,5.48055188236635e-08,4.79510361504344e-08,"IRF4/IRF1/RUNX3/CD74/PTPRC/BTN2A2/CD27/CD28/NCKAP1L/TNFRSF18/TBX21/ADAM8/TESPA1/JAK3/LAG3/PTPN2/CR1/CD83/CD2/CCR2/ZAP70/CD86/ZC3H12A/RASGRP1/IL4R/FANCD2/IFNL1/RIPK2/HLA-G/CAMK4/IL2/CTLA4/BMP4/IL27/HLA-DOA/MYB/LILRB2/STAT5B/SMAD7/LILRB4/CBFB/MDK/SOCS5/PRKCZ/IL12A/XBP1",46
"BP","GO:0045088","regulation of innate immune response","103/2331","440/17913",1.16670090219044e-09,8.38601843598838e-08,7.33718577641975e-08,"IRF4/MUC16/IRF1/CD300LF/NOD2/SLAMF6/GBP5/BIRC3/CRTAM/STAT1/PARP9/PGLYRP1/COCH/SH2D1A/PTPN22/ITGB2/ADAM8/CTSS/SOCS3/PYHIN1/JAK1/MARCO/LAG3/NLRC5/SERPINB4/GFI1/PTPN2/FCGR2B/HLA-F/TXK/RELB/TNIP3/CR1/MUC21/KLRK1/IRAK2/PSMB9/HAVCR2/RFTN1/CD96/TLR7/PARP14/IFNAR2/TNFAIP3/TICAM2/HCK/HLA-E/PLSCR1/POLR3G/DHX58/RASGRP1/NMI/CD1D/NLRX1/PSMB8/A2M/HSP90AB1/TLR9/RSAD2/OTULIN/HSPA1A/FCER1G/RIPK2/HLA-G/LILRB1/BCL10/IL18RAP/EREG/TRAF3/IFIH1/LYN/MFHAS1/VAV1/WNT5A/UBE2D1/PSMB10/ERAP1/PSME1/CLEC4A/TRAFD1/CD300A/IRAK4/ITGAM/MUC20/UBE2D3/TIFA/CARD9/STAT5B/SLAMF8/PSMA8/CTSK/SH2D1B/IFNGR1/DDX60/LSM14A/DRD2/HSPA1B/HSPD1/UBB/ADAR/FGR/RELA/IL12A",103
"BP","GO:0051250","negative regulation of lymphocyte activation","44/2331","132/17913",1.3540923579e-09,9.6156871776658e-08,8.41306082606482e-08,"IRF1/LAX1/TIGIT/RUNX3/CD74/BTN2A2/PTPN22/TBX21/JAK3/LAG3/XCL1/PTPN2/FCGR2B/HLA-F/SPN/CD274/SAMSN1/HAVCR2/SLA2/LST1/MERTK/TNFAIP3/ZC3H12A/IL10/TYROBP/IL4R/IFNL1/HLA-G/LILRB1/IL2/INHBA/CTLA4/CASP3/PDE5A/BMP4/CD300A/LILRB2/SMAD7/CEBPB/SCGB1A1/CBFB/IDO1/MDK/SOCS5",44
"BP","GO:0006968","cellular defense response","25/2331","53/17913",1.45042340934706e-09,1.01771375889186e-07,8.90429108069081e-08,"CXCL9/SH2D1A/CCR5/SPN/KLRG1/DCDC2/CCR2/KLRC2/FCMR/KLRC3/PRF1/TYROBP/TRAT1/HLA-G/BCL10/NCF1/ITK/NCF2/GNLY/ITGB1/C5AR1/CX3CR1/LILRB2/CLEC5A/RELA",25
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","30/2331","74/17913",3.14206843796515e-09,2.17874722039607e-07,1.9062530374726e-07,"IRF4/LY9/RUNX3/SLAMF6/NCKAP1L/TBX21/JAK3/RELB/SPN/CD83/CD86/ZC3H12A/BATF/IL4R/GPR183/RSAD2/PLA2G2D/PAX1/RIPK2/IL2/BCL3/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/CBFB/SOCS5/PRKCZ",30
"BP","GO:0050851","antigen receptor-mediated signaling pathway","62/2331","224/17913",3.42075054943549e-09,2.3444074114387e-07,2.05119424010826e-07,"CD79A/KLHL6/LAX1/TRAV29DV5/HLA-DRB1/PTPRC/SKAP1/CD3E/BTN2A2/HLA-DPA1/LCK/HLA-DQB2/NCKAP1L/HLA-DRA/PTPN22/HLA-DPB1/TESPA1/HLA-DQA1/CD3D/TRBC1/PRKD2/PTPN2/FCGR2B/TXK/CD3G/STAP1/PSMB9/SLA2/ZAP70/THEMIS/RFTN1/CD247/LIME1/CACNB3/ZC3H12A/TRAT1/PSMB8/LCP2/BTN3A1/RIPK2/HLA-DQB1/GRAP2/BCL10/ITK/NFAM1/LYN/VAV3/CTLA4/PSMB10/PSME1/LPXN/CD300A/CSK/HLA-DQA2/PSMA8/NCK1/LILRB4/CBFB/CD22/CACNA1F/RELA/HLA-DRB5",62
"BP","GO:0002819","regulation of adaptive immune response","47/2331","150/17913",3.73894714859207e-09,2.53302925216111e-07,2.21622529715094e-07,"IRF1/LTA/PTPRC/SKAP1/CD28/TBX21/JAK3/IL1B/XCL1/FCGR2B/HLA-F/CD274/CR1/SAMSN1/CCR2/HAVCR2/IL6ST/B2M/TNFAIP3/HLA-E/CD40/C4BPA/ZC3H12A/IL10/IL4R/MAD2L2/RSAD2/FCER1G/CD48/RIPK2/HLA-G/LILRB1/PAXIP1/IL2/TRAF2/IL33/IL27/IL18R1/STAT6/TNFRSF1B/SMAD7/TRPM4/SIRT1/HSPD1/SOCS5/PRKCZ/IL12A",47
"BP","GO:0002706","regulation of lymphocyte mediated immunity","44/2331","136/17913",3.87879585597048e-09,2.5979116789875e-07,2.27299293043055e-07,"SLAMF6/LTA/CRTAM/PTPRC/CD28/SH2D1A/TBX21/IL1B/LAG3/SERPINB4/XCL1/FCGR2B/HLA-F/CR1/KLRK1/CCR2/HAVCR2/B2M/CD96/HLA-E/CD40/C4BPA/RASGRP1/IL10/MAD2L2/RSAD2/FCER1G/HLA-G/LILRB1/PAXIP1/IL18RAP/IL2/VAV1/TRAF2/IL18R1/STAT6/STAT5B/TNFRSF1B/SH2D1B/SMAD7/TRPM4/HSPD1/PRKCZ/IL12A",44
"BP","GO:0002702","positive regulation of production of molecular mediator of immune response","34/2331","93/17913",6.93923853941959e-09,4.59549123048754e-07,4.020736795342e-07,"MZB1/NOD2/CD74/PTPRC/CD244/CD28/TBX21/SEMA7A/IL1B/XCL1/HLA-F/KLK5/B2M/HLA-E/CD40/IL4R/TLR9/MAD2L2/RSAD2/FCER1G/HLA-G/LILRB1/PAXIP1/BCL10/IL2/DDX1/WNT5A/KLK7/TRAF2/IL33/IL18R1/STAT6/PRKCZ/XBP1",34
"BP","GO:0002285","lymphocyte activation involved in immune response","48/2331","158/17913",7.89552129754983e-09,5.17068916975097e-07,4.52399518557855e-07,"IRF4/EOMES/LY9/SLAMF6/PTPRC/CD244/CD28/TBX21/JAK3/FCGR2B/HLA-F/RAB27A/RELB/SPN/ITGAL/HAVCR2/UNC13D/CD86/CD40/ZC3H12A/DOCK10/IL10/BATF/LCP1/IL4R/GPR183/MAD2L2/APBB1IP/IFNL1/RIPK2/LILRB1/PAXIP1/IL2/BCL3/DOCK11/ICAM1/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/HSPD1/MDK/SOCS5/HLA-DMB/PRKCZ/XBP1",48
"BP","GO:0035710","CD4-positive, alpha-beta T cell activation","33/2331","90/17913",1.05795009232273e-08,6.85226136719802e-07,5.99525448500761e-07,"IRF4/LY9/RUNX3/SLAMF6/NCKAP1L/TBX21/JAK3/XCL1/RELB/SPN/CD274/CD83/CD86/ZC3H12A/BATF/IL4R/GPR183/RSAD2/PLA2G2D/PAX1/RIPK2/IL2/BCL3/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/CBFB/SOCS5/PRKCZ/IL12A",33
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","39/2331","117/17913",1.1498461612671e-08,7.36651442881334e-07,6.44519032499715e-07,"NOD2/SLAMF6/LTA/CRTAM/PTPRC/CD28/SH2D1A/TBX21/ITGB2/IL1B/LAG3/XCL1/HLA-F/KLRK1/B2M/HLA-E/CD40/RASGRP1/IL4R/MAD2L2/RSAD2/FCER1G/HLA-G/PAXIP1/IL18RAP/IL2/DDX1/VAV1/TRAF2/ITGAM/IL18R1/STAT6/STAT5B/PTAFR/SH2D1B/HSPD1/FGR/PRKCZ/IL12A",39
"BP","GO:0050868","negative regulation of T cell activation","36/2331","104/17913",1.35574067086003e-08,8.59218872478392e-07,7.51757051108467e-07,"IRF1/LAX1/TIGIT/RUNX3/CD74/BTN2A2/PTPN22/TBX21/JAK3/LAG3/XCL1/PTPN2/FCGR2B/SPN/CD274/HAVCR2/ZC3H12A/IL10/IL4R/IFNL1/HLA-G/LILRB1/IL2/CTLA4/CASP3/PDE5A/BMP4/CD300A/LILRB2/SMAD7/CEBPB/SCGB1A1/CBFB/IDO1/MDK/SOCS5",36
"BP","GO:0042116","macrophage activation","34/2331","96/17913",1.76175182062731e-08,1.10465587561462e-06,9.66497443365422e-07,"CD74/PTPRC/ITGB2/CST7/FCGR2B/STAP1/BPI/HAVCR2/TLR7/NAMPT/CLU/LRFN5/ZC3H12A/IL10/TYROBP/IL4R/SLC7A2/DYSF/CEBPA/JMJD6/CX3CL1/MFHAS1/WNT5A/CRTC3/C1QA/C5AR1/MMP8/IL33/ITGAM/THBS1/AIF1/MIR142/SBNO2/HSPD1",34
"BP","GO:0002237","response to molecule of bacterial origin","76/2331","309/17913",1.92917363516096e-08,1.19689993743565e-06,1.04720461370123e-06,"CXCL10/FASLG/IL24/NOD2/LTA/IRF8/PTPN22/CCR5/IL1B/GFI1/CASP1/PALM3/FCGR2B/CD6/TNIP3/CSF2RB/KLRK1/STAP1/IRAK2/ELANE/HAVCR2/ACP5/B2M/CD96/BDKRB1/SSC5D/TNFAIP3/TICAM2/HCK/CD40/NFKB2/ZC3H12A/IL10/PTGER1/LITAF/HMGB2/TLR9/TNFRSF11A/RIPK2/CCL2/LILRB1/BCL10/IL10RA/LYN/CX3CL1/WNT5A/MPO/IL12RB2/CASP3/ICAM1/C5AR1/CX3CR1/CD180/CARD9/LILRB2/TNFRSF1B/PTAFR/CARD16/C4B/NFKBIB/CEBPB/MIR142/SCGB1A1/PTGER4/SBNO2/EPO/IDO1/GCH1/KCNJ8/NOS3/RELA/LDOC1/IL12A/CITED1/XBP1/LCN2",76
"BP","GO:0046632","alpha-beta T cell differentiation","34/2331","99/17913",4.25211876189669e-08,2.61062374818949e-06,2.28411511124253e-06,"IRF4/EOMES/IRF1/LY9/RUNX3/SLAMF6/NCKAP1L/TBX21/JAK3/RELB/SPN/CD83/ZAP70/CD86/TCF7/ZC3H12A/BATF/IL4R/GPR183/RSAD2/PLA2G2D/PAX1/RIPK2/IL2/BCL3/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/CBFB/SOCS5/PRKCZ",34
"BP","GO:0002708","positive regulation of lymphocyte mediated immunity","32/2331","91/17913",5.57936318595278e-08,3.3901821255676e-06,2.96617474204912e-06,"SLAMF6/LTA/CRTAM/PTPRC/CD28/SH2D1A/TBX21/IL1B/LAG3/XCL1/HLA-F/KLRK1/B2M/HLA-E/CD40/RASGRP1/MAD2L2/RSAD2/FCER1G/HLA-G/PAXIP1/IL18RAP/IL2/VAV1/TRAF2/IL18R1/STAT6/STAT5B/SH2D1B/HSPD1/PRKCZ/IL12A",32
"BP","GO:0002367","cytokine production involved in immune response","34/2331","101/17913",7.45293822734062e-08,4.48240999101486e-06,3.92179853659954e-06,"CHGA/NOD2/CD74/TBX21/JAK3/SEMA7A/IL1B/XCL1/HLA-F/CCR2/B2M/BST2/CD96/HLA-E/IL10/RSAD2/FCER1G/HLA-G/LILRB1/BCL10/IL18RAP/DDX1/TGFB3/WNT5A/HMOX1/TRAF2/IL18R1/TNFRSF1B/SMAD7/TRPM4/SIRT1/HSPD1/PRKCZ/IL12A",34
"BP","GO:0070665","positive regulation of leukocyte proliferation","41/2331","134/17913",7.63521431002178e-08,4.54565183265337e-06,3.97713077137658e-06,"CD74/PTPRC/CD3E/HLA-DPA1/CD28/NCKAP1L/HLA-DPB1/IL1B/XCL1/CD6/CD274/CCR2/HAVCR2/ZAP70/IL6ST/BST2/EBI3/HLA-E/CD40/ICOSLG/IL5RA/CD1D/MPL/SPTA1/GPR183/TLR9/RIPK2/IL2/HHLA2/LYN/VAV3/CD276/TMIGD2/TACR1/LILRB2/STAT5B/AIF1/NCK1/EPO/HLA-DMB/IL12A",41
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","41/2331","135/17913",9.60159677116411e-08,5.65918113692412e-06,4.95139185072978e-06,"LTA/PTPRC/CD28/TBX21/JAK3/IL1B/XCL1/FCGR2B/HLA-F/CD274/CR1/CCR2/HAVCR2/B2M/TNFAIP3/HLA-E/CD40/C4BPA/ZC3H12A/IL10/IL4R/MAD2L2/RSAD2/FCER1G/RIPK2/HLA-G/LILRB1/PAXIP1/IL2/TRAF2/IL33/IL27/IL18R1/STAT6/TNFRSF1B/SMAD7/TRPM4/HSPD1/SOCS5/PRKCZ/IL12A",41
"BP","GO:0042108","positive regulation of cytokine biosynthetic process","25/2331","63/17913",1.05335258290354e-07,6.14699022141927e-06,5.37819104079671e-06,"IRF4/IRF1/PTPRC/CD3E/CD28/IL1B/SPN/CCR2/ELANE/CD86/TLR7/EBI3/TYROBP/TLR9/BCL10/BCL3/EREG/WNT5A/CD276/HMOX1/IL27/STAT5B/PTAFR/THBS1/RELA",25
"BP","GO:0002704","negative regulation of leukocyte mediated immunity","21/2331","48/17913",1.51293681047243e-07,8.71068456299099e-06,7.62124616900199e-06,"PTPRC/TBX21/CD84/JAK3/SERPINB4/XCL1/FCGR2B/HLA-F/CR1/CCR2/HAVCR2/BST2/CD96/HLA-E/C4BPA/HLA-G/LILRB1/FOXF1/HMOX1/CD300A/SMAD7",21
"BP","GO:0042102","positive regulation of T cell proliferation","31/2331","90/17913",1.53700575933333e-07,8.71068456299099e-06,7.62124616900199e-06,"PTPRC/CD3E/HLA-DPA1/CD28/NCKAP1L/HLA-DPB1/IL1B/XCL1/CD6/CD274/CCR2/HAVCR2/ZAP70/IL6ST/EBI3/HLA-E/ICOSLG/CD1D/SPTA1/RIPK2/IL2/HHLA2/CD276/TMIGD2/LILRB2/STAT5B/AIF1/NCK1/EPO/HLA-DMB/IL12A",31
"BP","GO:0046634","regulation of alpha-beta T cell activation","31/2331","90/17913",1.53700575933333e-07,8.71068456299099e-06,7.62124616900199e-06,"IRF4/IRF1/RUNX3/PTPRC/CD3E/CD28/NCKAP1L/TBX21/JAK3/XCL1/CD274/CD83/CCR2/ZAP70/CD86/EBI3/HLA-E/ZC3H12A/IL4R/RIPK2/LILRB1/IL2/CD300A/IL27/MYB/HSPH1/SMAD7/CBFB/SOCS5/PRKCZ/IL12A",31
"BP","GO:0002287","alpha-beta T cell activation involved in immune response","24/2331","61/17913",2.28410378367128e-07,1.27004789631684e-05,1.11120401551198e-05,"IRF4/EOMES/LY9/SLAMF6/TBX21/JAK3/RELB/SPN/CD86/ZC3H12A/BATF/IL4R/GPR183/RIPK2/IL2/BCL3/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/SOCS5/PRKCZ",24
"BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","24/2331","61/17913",2.28410378367128e-07,1.27004789631684e-05,1.11120401551198e-05,"IRF4/EOMES/LY9/SLAMF6/TBX21/JAK3/RELB/SPN/CD86/ZC3H12A/BATF/IL4R/GPR183/RIPK2/IL2/BCL3/IL27/MYB/IL18R1/STAT6/SMAD7/PTGER4/SOCS5/PRKCZ",24
