"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000228477",62.7844719117683,2.12262105449764,0.573166151283663,3.70332590252201,0.000212791230890982,0.0630219519804919
"ENSG00000172478",10.0378609540528,2.08581281213011,0.580275023132116,3.59452454264124,0.000324984511016154,0.0799090486230005
"ENSG00000261556",800.310933517928,1.88672808899895,0.510179314557703,3.69816657626474,0.000217162365640549,0.0630219519804919
"ENSG00000263535",5.08413974660084,1.87276306906875,0.543723373198385,3.44433063094648,0.0005724751776567,0.0985344275782713
"ENSG00000108950",2184.13683241821,1.81708409387566,0.507786978287422,3.57843775357142,0.000345654166424907,0.0813411367848163
"ENSG00000150722",33.6791969102715,1.68404208784577,0.376870837702431,4.46848606836343,7.8775142120592e-06,0.0248269333303193
"ENSG00000164647",251.462404704504,1.66152795567068,0.455912908510773,3.6443977010829,0.00026801871169037,0.0706092561063466
"ENSG00000184557",6395.5804593654,1.61776173141903,0.441614382842037,3.66329040509917,0.000248995969292641,0.0662739993319319
"ENSG00000166741",4494.62955874884,1.61637159929219,0.44605377004384,3.62371469057043,0.000290401938644738,0.075733305575049
"ENSG00000181016",310.268770699125,1.59352444095326,0.425222599696178,3.74750646388934,0.000178601235667226,0.0600193246339329
"ENSG00000269657",129.280535290401,1.54444978995038,0.406266497329985,3.80156818270919,0.000143783158799639,0.0548903258609151
"ENSG00000229167",43.3357830404332,1.54047610315623,0.430855933832557,3.57538560384525,0.000349712068445062,0.0813411367848163
"ENSG00000159216",1345.81936672078,1.49600598244671,0.40606170997554,3.68418382155958,0.000229436625320593,0.0630219519804919
"ENSG00000142684",11.1200971067098,1.48579923690198,0.420888576674951,3.53014864085858,0.000415326259745694,0.0844598163015845
"ENSG00000258947",189.698895336032,1.47951892157516,0.353723675884236,4.18269689716605,2.88071341288782e-05,0.0312859572869356
"ENSG00000120694",5839.02192425809,1.46560540601516,0.406227508993301,3.60784381551897,0.000308752249364881,0.0789244116247771
"ENSG00000102265",11508.1116772727,1.46075411879652,0.411339448885861,3.55121329294592,0.000383459523151677,0.0837799528112236
"ENSG00000165507",16348.6326258352,1.45780777463437,0.411894247669353,3.53927684808219,0.000401224831966888,0.0837799528112236
"ENSG00000223401",50.6378440538207,1.45591791754147,0.395146851638466,3.68449833651602,0.000229153522256322,0.0630219519804919
"ENSG00000124762",6740.97449865661,1.40045268806429,0.362627824769484,3.8619559570602,0.000112482847681806,0.0518586100258728
"ENSG00000168209",2568.45278200966,1.29683109684924,0.348954301793397,3.7163350335112,0.000202133512450289,0.0630219519804919
"ENSG00000102359",379.992732318454,1.2878081844805,0.294535581441782,4.37233484041741,1.22924802724813e-05,0.0248269333303193
"ENSG00000257542",67.3634000577539,1.28665292740093,0.368017302939294,3.4961750904771,0.00047197889191622,0.0894984848365912
"ENSG00000105755",1046.026429567,1.26907137680382,0.363235163060238,3.49380100239182,0.000476195829769286,0.0894984848365912
"ENSG00000261295",42.8618232283577,1.20672595249357,0.316081572528091,3.81776749223911,0.000134664745742799,0.0543246000873059
"ENSG00000115963",764.649288725523,1.13044121760273,0.262917986080082,4.29959636636807,1.71109461556805e-05,0.0248269333303193
"ENSG00000116032",220.977239875906,1.130074998606,0.306963227358696,3.68146702238529,0.000231895787363341,0.0630219519804919
"ENSG00000219410",49.5258434977199,1.02171519138734,0.294474909845368,3.46961712943167,0.000521200755251881,0.0947920150366214
"ENSG00000158079",826.30792965904,1.01994846657741,0.292032994621345,3.49257955560773,0.000478379073028491,0.0894984848365912
"ENSG00000224138",62.8255253427765,0.981014176304091,0.246658367901454,3.97721830664196,6.97261469125463e-05,0.043591039606907
"ENSG00000142733",5901.94244813556,0.980878468994853,0.261507235789569,3.75086550103781,0.000176225216023719,0.0600193246339329
"ENSG00000139572",52.6100695018986,0.944981621088075,0.252869925763677,3.73702652948624,0.00018620928333257,0.0616352727830808
"ENSG00000235878",199.738984584557,0.878393325332784,0.218558727171963,4.01902654128134,5.84390882997506e-05,0.0426132430436892
"ENSG00000186567",1110.28776444323,0.847214108718369,0.216253224937435,3.91769467929775,8.93998391291013e-05,0.048042150320262
"ENSG00000230149",60.9897580306888,0.808582414378026,0.210503451714615,3.84118363756924,0.000122442468411552,0.0537436867191827
"ENSG00000205885",624.029848580411,0.802041910873688,0.214052323570556,3.74694325898929,0.000179002556232583,0.0600193246339329
"ENSG00000256967",110.631283578047,0.786973177199449,0.220545175308713,3.56830828921043,0.000359293602476011,0.0820906391922624
"ENSG00000267344",41.8400339007115,0.739077239592272,0.210808939955292,3.50591032690081,0.000455048501090262,0.0890033500087
"ENSG00000137496",1401.14074169482,0.730834223330876,0.198720987601099,3.67769017330927,0.000235355592036121,0.0632959445332143
"ENSG00000262903",224.036142261652,0.713303918659493,0.163084432085414,4.37383206685178,1.22084307814164e-05,0.0248269333303193
"ENSG00000225450",91.7036998160805,0.5856173210555,0.147118495361604,3.98058258831499,6.87465743805955e-05,0.043591039606907
"ENSG00000272578",1757.1272651135,0.585522536740725,0.154350918943066,3.79345028037508,0.000148568390203055,0.0555904159168473
"ENSG00000105443",7226.98938960898,0.486900794991498,0.124998139041448,3.89526435133605,9.80916883728068e-05,0.0481654287927361
"ENSG00000197622",6564.89423178936,0.403634036354837,0.0948019738647529,4.2576543493775,2.06583025836875e-05,0.0266678028052822
"ENSG00000177731",11760.0761527646,0.390346546013301,0.109111260640792,3.57750926642091,0.000346883925644608,0.0813411367848163
"ENSG00000029364",2924.64646814286,-0.29972946444341,0.0858146023070253,-3.49275596909539,0.000478063171516822,0.0894984848365912
"ENSG00000008952",9669.97972809576,-0.381954473244955,0.106939752194895,-3.57167905671648,0.000354699917453539,0.081764664900138
"ENSG00000086475",3810.30571229212,-0.399729096730252,0.102097076277978,-3.91518651956219,9.03343458234574e-05,0.048042150320262
"ENSG00000139508",1063.46035235791,-0.419288156990958,0.100734849981185,-4.16229494627998,3.15065028065817e-05,0.0312859572869356
"ENSG00000090612",1180.02513750078,-0.50639880667629,0.110833464966785,-4.56900636308763,4.90041906722991e-06,0.0210865032462903
"ENSG00000129625",13785.9098173301,-0.51616620045562,0.149500266318173,-3.45261057500119,0.000555189876409539,0.0976008943718634
"ENSG00000154059",1778.3451785773,-0.550110889603113,0.133884912867055,-4.1088340562268,3.97661677898186e-05,0.0354028593102599
"ENSG00000152558",13344.4808277306,-0.552626223642907,0.159648402416442,-3.46152053686942,0.000537133137109105,0.0963378428252659
"ENSG00000172201",20614.0122695842,-0.554156390566815,0.141972260267766,-3.90327229785349,9.49008314483446e-05,0.048042150320262
"ENSG00000221821",278.415968922678,-0.584915544690763,0.165695534095063,-3.53006221854588,0.000415461951750764,0.0844598163015845
"ENSG00000271614",181.662801734139,-0.668106940836596,0.180551010851625,-3.70037773638187,0.000215278781188793,0.0630219519804919
"ENSG00000247271",627.462197026867,-0.695961741341599,0.181693194978205,-3.83042271574938,0.000127923308048851,0.0541430158558234
"ENSG00000271122",562.839303447488,-0.697202329868352,0.179075868807827,-3.89333490050826,9.88755025956703e-05,0.0481654287927361
"ENSG00000080493",2837.22666820421,-0.706866434642088,0.201320576231204,-3.51114847709504,0.000446175119225945,0.0879339635738584
"ENSG00000112796",2438.61356812733,-0.753760593175635,0.192709881327607,-3.91137490191403,9.17721877239838e-05,0.048042150320262
"ENSG00000260572",163.451700054234,-0.759830541716279,0.21470370090945,-3.5389727261233,0.000401687352357092,0.0837799528112236
"ENSG00000213888",53.8072585650578,-0.90998827656575,0.240585389050806,-3.78239210683564,0.000155328426730206,0.0558722972925175
"ENSG00000159173",75.1191103960196,-0.929933074100751,0.261659202261549,-3.55398574200042,0.00037943978386213,0.0837799528112236
"ENSG00000231205",227.777083813897,-0.979070921398517,0.282852018578693,-3.46142455096578,0.000537324710157188,0.0963378428252659
"ENSG00000171435",372.982796762701,-0.981106672797389,0.280032984452814,-3.50353968020759,0.000459118247447567,0.0891241722751977
"ENSG00000231769",36.2789933710803,-0.993783606043808,0.276441452019917,-3.59491530225434,0.000324497127698973,0.0799090486230005
"ENSG00000258789",35.4225743369154,-1.00269121640351,0.256778937127382,-3.90488109196471,9.42717264193825e-05,0.048042150320262
"ENSG00000272944",36.959567021717,-1.01605389626605,0.273349210543426,-3.71705443833589,0.000201559024823083,0.0630219519804919
"ENSG00000203943",155.485098201897,-1.01841496888928,0.256320925953254,-3.97320259788312,7.09126835343596e-05,0.043591039606907
"ENSG00000263004",157.636619707587,-1.02249260217502,0.246492520411278,-4.14816887940034,3.35145141356377e-05,0.0320473231834776
"ENSG00000255568",43.5400170617466,-1.05078834407958,0.263132457474153,-3.9933817141612,6.51375801107766e-05,0.043591039606907
"ENSG00000172264",226.366381466362,-1.09498194777176,0.289554024330599,-3.78161536626257,0.00015581398268887,0.0558722972925175
"ENSG00000230882",168.412736462916,-1.13887692487064,0.309321978030767,-3.68184935361223,0.00023154822371278,0.0630219519804919
"ENSG00000231784",25.6977940795916,-1.14930204400338,0.320067355154771,-3.59081307572784,0.000329647997622989,0.080291056628588
"ENSG00000161798",92.370730275773,-1.1590732466754,0.321694907547464,-3.60302018925924,0.000314541087352531,0.0796158999339966
"ENSG00000152804",8693.48793543459,-1.17080349733082,0.261111145674118,-4.48392769411709,7.32815027114556e-06,0.0248269333303193
"ENSG00000228084",27.7490157961767,-1.21326735608686,0.29891185237844,-4.05894696524375,4.92945065302603e-05,0.0408518043648041
"ENSG00000270237",11.4413707942689,-1.21519692576813,0.344174062586456,-3.53076265142111,0.000414363390424821,0.0844598163015845
"ENSG00000154928",677.86365583846,-1.21974694935209,0.352640141712222,-3.45889989559807,0.000542386449157045,0.0965747127195627
"ENSG00000261559",68.7706113715257,-1.23981100002892,0.332680169813574,-3.72673550312207,0.000193975827482429,0.0626008489242668
"ENSG00000147003",103.389361980007,-1.24033671235479,0.300047189201091,-4.13380547125711,3.56805510863379e-05,0.0329000167123954
"ENSG00000249487",90.9413803719924,-1.26048151371738,0.353749129231739,-3.56320739631177,0.000366351009679572,0.0828452790429689
"ENSG00000273382",68.7846764716413,-1.33163012199691,0.353508621796219,-3.76689574141286,0.000165289985944486,0.0576683359069561
"ENSG00000230679",17.7742283395498,-1.5624796834245,0.420997762623949,-3.71137289111953,0.000206138173741974,0.0630219519804919
"ENSG00000104879",252.609143581568,-1.56506115901308,0.409482660481313,-3.8220450096067,0.000132349524638419,0.0543246000873059
"ENSG00000136099",35.7150938872258,-1.64109922208214,0.462389280117566,-3.54917229410007,0.000386444138339316,0.0837799528112236
"ENSG00000260230",46.2826436740928,-1.70567224078092,0.444253685758896,-3.83941044375852,0.000123330105219769,0.0537436867191827
"ENSG00000230725",13.4040471779548,-1.70825102085395,0.482759136793609,-3.53851618883863,0.000402382607041278,0.0837799528112236
"ENSG00000140986",10.9534973739942,-1.88914979087944,0.500702367958213,-3.77299951382914,0.000161296602359311,0.0570459682152423
"ENSG00000160808",108.784262953111,-1.92155184459857,0.535510595883377,-3.58826110887457,0.000332890817422187,0.0803231320019255
"ENSG00000204347",17.0394244168204,-1.94393266537576,0.560286192773863,-3.46953519548954,0.000521359754248983,0.0947920150366214
"ENSG00000249014",11.0603292640668,-1.94466969441158,0.526453336010325,-3.69390705954884,0.000220834544294937,0.0630219519804919
"ENSG00000261399",95.0961829529007,-1.94526025776413,0.555576079667854,-3.50133911259657,0.000462926386640629,0.089192786942446
"ENSG00000124097",7.11378739373234,-2.00945724626202,0.4958338024506,-4.05268304889767,5.06335788858057e-05,0.0408518043648041
"ENSG00000198125",231.601713230716,-2.01524836776023,0.454947083121403,-4.42963246172183,9.43938206067201e-06,0.0248269333303193
"ENSG00000167011",68.8991924720208,-2.05044256275026,0.588604871379426,-3.48356369858942,0.000494785363494653,0.0919019317604672
"ENSG00000158164",127.60683420585,-2.18793604395204,0.544948163164343,-4.01494342369628,5.9460056177007e-05,0.0426132430436892
"ENSG00000205847",16.7741658232906,-2.1908127358777,0.558529376084338,-3.92246644435563,8.76471030849763e-05,0.048042150320262
"ENSG00000111245",179.46219408416,-2.314890846784,0.599395978208657,-3.86203933783846,0.000112444454924798,0.0518586100258728
"ENSG00000007062",456.053364982822,-2.32050162777518,0.654788054357388,-3.54389731506713,0.000394258767371914,0.0837799528112236
"ENSG00000134571",68.3331458105843,-2.33832422608226,0.606408586698419,-3.85602096898598,0.00011524760636203,0.0522011000185067
"ENSG00000134240",22.0415558689495,-2.49138873950015,0.654629765489481,-3.80579813329643,0.000141347635854777,0.0548903258609151
"ENSG00000118194",104.67646736764,-2.54383909506411,0.650166351171364,-3.91259727680621,9.13087379050588e-05,0.048042150320262
"ENSG00000185155",4.99630182520511,-2.57350958441768,0.74096779568774,-3.47317332736308,0.000514343074438008,0.0947920150366214
"ENSG00000092054",453.325042563174,-2.58025536967556,0.599174294383226,-4.30635191439848,1.65968946925515e-05,0.0248269333303193
"ENSG00000156738",155.370832279437,-2.66690403643162,0.737497782446882,-3.61615193958052,0.000299014908415627,0.0771996690547465
"ENSG00000267490",9.68484024739355,-2.7427660337,0.778985178349538,-3.52094765077712,0.000430007499537256,0.0867338564301005
"ENSG00000230937",22.8760532220829,-2.80572799842394,0.652371124698162,-4.30081573540229,1.70170520333905e-05,0.0248269333303193
"ENSG00000259459",35.9803452312188,-2.8644143884571,0.714560132144287,-4.00864008444107,6.1069408653517e-05,0.0426132430436892
"ENSG00000211898",41.859103867902,-2.87773885433995,0.780630640884592,-3.68642825892533,0.000227423514625615,0.0630219519804919
"ENSG00000174343",4.22979689790151,-3.05441797801433,0.824040089285259,-3.70663759898334,0.000210029146967321,0.0630219519804919
"ENSG00000170486",8.44446932933277,-3.06786390858995,0.79969193714152,-3.83630716542667,0.00012489817968669,0.0537436867191827
"ENSG00000211890",365.508328158835,-3.07358317953675,0.854939157409065,-3.59508995804029,0.000324279505813697,0.0799090486230005
"ENSG00000129170",25.8028182632882,-3.10778811225881,0.737535233161688,-4.21374867602765,2.51166762404725e-05,0.0294755612352963
"ENSG00000105641",641.270490282368,-3.16419575627843,0.745926189613064,-4.24196897808321,2.21567323522885e-05,0.0272401198033992
"ENSG00000235049",18.0583421800474,-3.2084518944259,0.847669086907725,-3.78502878538399,0.000153690787987774,0.0558722972925175
"ENSG00000163534",22.6239528257365,-3.45017182057507,0.855487156640519,-4.03299078635362,5.50714397132807e-05,0.0418186597211024
"ENSG00000196092",13.6254795368928,-3.50697642017237,0.917933918976478,-3.82051076626817,0.000133175591330621,0.0543246000873059
"ENSG00000092758",7162.36853152239,-3.56180477467953,0.853151448996189,-4.17487982804263,2.98143394056108e-05,0.0312859572869356
"ENSG00000117322",57.3842879306399,-3.61617242537144,0.736961089508911,-4.90687022266149,9.25412208966222e-07,0.0104365002060571
"ENSG00000226958",13.75092412026,-3.74252472357638,0.660385219915987,-5.66718425959396,1.4516321367841e-08,0.00037478238507492
"ENSG00000211973",163.09389966873,-3.9066097088404,1.13277416963275,-3.44871009029712,0.000563271100062268,0.0976008943718634
"ENSG00000106178",8.76280513065578,-4.1684831459489,1.00075138204185,-4.16535337422557,3.10870668724144e-05,0.0312859572869356
"ENSG00000211619",5.78620126703645,-4.57692828724285,1.32604796031291,-3.45155561806591,0.00055736486958398,0.0976008943718634
"ENSG00000211611",6.1778028467516,-4.6005292518501,1.23972555421624,-3.71092556429442,0.000206502824189788,0.0630219519804919
"ENSG00000211934",83.8249709868404,-4.6287071892249,1.31621470765229,-3.51668095054266,0.000436978691813042,0.087456712133559
"ENSG00000077279",18.3731620825539,-5.31744394994081,1.33588157944802,-3.98047553896054,6.87775421852371e-05,0.043591039606907
"ENSG00000211937",85.9273701831509,-5.59967547164427,1.29144800011657,-4.33596666001174,1.45120940720001e-05,0.0248269333303193
