"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","117/3706","346/17913",6.75690328709478e-09,6.7810761760805e-07,6.04359432771236e-07,"SOCS3/MVP/SAMSN1/EPHB1/CSF3/GREM1/IL24/HCLS1/OSM/HCK/STAT3/ITGB2/LRRK1/PTPRC/IL6/PDGFA/IGF1/FGR/FGF7/PARP9/STYK1/BDNF/EREG/LILRA5/KIT/GATA1/PTPN2/DUSP22/MUSK/RAP2C/EPHA6/FGF10/JAK3/ACE/ITGA5/CRLF1/TREM2/PTPN1/TNFRSF1A/ZGPAT/TYK2/AREG/BANK1/IL2/PDGFRA/NEK1/EFNA1/CNOT7/NF2/PDGFC/DYRK1B/FBXW7/CASS4/RELN/MST1R/NEDD9/JAK1/CD300A/NTRK1/NOX4/PARP14/IL7/ZAP70/FGFR2/LEP/ALK/IL6ST/CD3E/JAK2/PRKCZ/CD74/ISL1/ADAM17/HBEGF/MERTK/INSRR/LIF/CNTN1/LCK/CLK1/IL12RB2/DOK7/AFAP1L2/MET/MAP2K4/HES1/SOCS5/ARL2BP/TWF1/LYN/DSTYK/FLT3/TDGF1/ERRFI1/SHC1/RIPK2/ABL2/TEC/IL20/PRLR/AXL/BLK/EPHA4/IL11/CLCF1/PTK2/EPHB2/IL6R/THBS4/IL15/NCAPG2/NEURL1/STK16/PTK6/CLK4/ICAM1/CD81",117
"BP","GO:0002819","regulation of adaptive immune response","62/3706","150/17913",6.76112531449674e-09,6.7810761760805e-07,6.04359432771236e-07,"IL10/SAMSN1/CR1/SLC11A1/XCL1/IL18R1/IL1RL1/IL4R/CEACAM1/PTPRC/PRKCQ/FCER1G/IL6/TBX21/HAVCR2/NFKBIZ/IL1B/CLEC4G/FCER2/TNFAIP3/IRF1/ZC3H12A/TNFRSF1B/C3/ADA/DUSP22/HLA-G/JAK3/MAD2L2/IL1R1/SKAP1/BCL6/IL2/ZP3/HLA-F/CCR2/C4BPB/IL27/NFKBID/ARG1/C4BPA/CD28/SMAD7/IL6ST/PRKCZ/CD226/STAT6/IL7R/ANXA1/B2M/EIF2AK4/ADCY7/HSPD1/SOCS5/IRF7/RIPK2/HLA-E/ATAD5/CLCF1/CD160/AGER/CD81",62
"BP","GO:0002703","regulation of leukocyte mediated immunity","72/3706","185/17913",9.40227827545349e-09,9.27792556277814e-07,8.26889668367557e-07,"IL10/CR1/NOD2/XCL1/ITGB2/IL18R1/IL4R/IL18RAP/CEACAM1/PTPRC/FCER1G/IL6/TBX21/HAVCR2/SLAMF6/FGR/IL1B/CLEC4G/FCER2/SH2D1A/ADGRE2/DDX21/TNFRSF1B/C3/DUSP22/TLR4/HLA-G/LAG3/CD84/JAK3/SERPINB9/MAD2L2/KLRK1/IL1R1/BCL6/RASGRP1/IL2/ZP3/HLA-F/CCR2/C4BPB/GAB2/RAET1G/ITGAM/CD300A/ARG1/C4BPA/HMOX1/LEP/CRTAM/CD28/SMAD7/PRKCZ/CD226/STAT6/IL7R/SNX4/B2M/CD96/CD177/HSPD1/LYN/UNC13D/HLA-E/TLR3/ATAD5/CLCF1/RAET1E/CD160/AGER/ABR/CD81",72
"BP","GO:0038095","Fc-epsilon receptor signaling pathway","67/3706","169/17913",1.2800509666902e-08,1.24307171654137e-06,1.10788036883129e-06,"IGLV1-51/IGLV3-25/IGHV1OR15-1/PRKCQ/FCER1G/IGHV3-13/IGKV1-17/IGHV2-70/PIK3CB/LCP2/IGLV1-40/IGKV1-16/IGLV1-47/PIK3R2/IGHV3-33/ITK/IGLV6-57/IGKV1-39/IGLV3-19/IGHV4-39/IGLV1-44/GAB2/IGLV2-14/IGHV1-69/IGKV1D-39/IGLV3-21/IGHV3-48/IGLC3/IGLV2-23/IGHV3-23/IGKV3-15/IGKV1D-33/RELA/MAPK10/IGLC6/IGKV2-30/PSMB9/IGHV4-34/IGLV7-43/PSMB8/IGKV2D-28/IGKV1-5/IGKV3-20/IGKV4-1/VAV2/MAP2K4/CALM1/LYN/IGKV3D-11/PAK1/IGLV3-1/SHC1/IGHV3-53/IGHV3-11/IGKV3D-20/GRAP2/TEC/PSMB10/IGLC2/IKBKB/IGHV3-7/VAV3/IGKV1-12/IGKV2-28/MAPK9/IGHV4-59/SKP1",67
"BP","GO:0002695","negative regulation of leukocyte activation","65/3706","163/17913",1.60348833890014e-08,1.53283463396736e-06,1.36612986768137e-06,"RUNX1/IL10/SAMSN1/LILRB2/XCL1/CST7/IL4R/CEACAM1/PTPRC/TBX21/PTPN22/HAVCR2/LAX1/CLEC4G/TNFAIP3/IRF1/BTN2A2/ZC3H12A/PTPN2/PELI1/CD300LF/RUNX3/DUSP22/HLA-G/LAG3/CD84/JAK3/SLA2/MNDA/SDC4/LST1/BCL6/BANK1/IL2/LGALS3/TYROBP/HLA-F/CCR2/TIGIT/CNR2/NFKBID/CD300A/ARG1/MILR1/HMOX1/TSPAN32/BPI/DLG1/VSIG4/SMAD7/IL2RA/CD74/MERTK/ANXA1/FGL1/SCGB1A1/SOCS5/CEBPB/TWSG1/SOCS6/AXL/SPN/PRDX2/TNFRSF21/ABR",65
"BP","GO:0050777","negative regulation of immune response","59/3706","143/17913",1.68150383916378e-08,1.58268315200061e-06,1.41055706669933e-06,"IL10/SAMSN1/IFI16/CR1/XCL1/IL1RL1/IL4R/CEACAM1/PTPRC/TBX21/SERPING1/HAVCR2/CLEC4G/TNFAIP3/ZC3H12A/PTPN2/DUSP22/HLA-G/SAMHD1/CD84/JAK3/SERPINB9/NLRC5/IRAK3/NLRP6/BCL6/IL2/LGALS3/CNOT7/HLA-F/CCR2/C4BPB/TRAFD1/CD300A/ARG1/C4BPA/NLRX1/PARP14/PDCD1/HMOX1/DCST1/CD55/VSIG4/SMAD7/IL2RA/STAT6/IL7R/ANXA1/TGFB2/CD96/A2M/SOCS5/LYN/HLA-E/SLAMF8/CD160/FCRLB/APOA1/ABR",59
"BP","GO:0050870","positive regulation of T cell activation","75/3706","198/17913",1.83465255123725e-08,1.70066731946508e-06,1.51570976322312e-06,"RUNX1/LILRB2/NOD2/EBI3/NCKAP1L/XCL1/RARA/CCR7/IL4R/PTPRC/PRKCQ/IL6/HAVCR2/IGF1/NFKBIZ/IL1B/CCL2/BTN2A2/MAP3K8/CD86/AIF1/RUNX3/ADA/HLA-G/CD1D/IGFBP2/KLRK1/BCL6/RASGRP1/IL2/ZP3/HSPH1/CCR2/NFKBID/ADAM8/PDCD1/IL7/ZAP70/LEP/HLA-DPB1/TNFSF14/VCAM1/CD55/CD28/IL6ST/CD3E/IL2RA/PRKCZ/CD74/LILRB4/IL7R/ANXA1/LCK/HLA-DPA1/RAG1/PNP/VNN1/IL1RL2/HES1/HSPD1/SOCS5/LYN/DOCK8/PAK1/RIPK2/HLA-E/CD40LG/GRAP2/CD160/CD6/IL15/SIRPG/AGER/NKAP/CD81",75
"BP","GO:0002446","neutrophil mediated immunity","155/3706","499/17913",2.1378459704335e-08,1.9521405443451e-06,1.73983379840464e-06,"HSPA6/ALOX5/MVP/GLIPR1/PLAUR/TLR2/GPR84/LILRB2/SERPINA3/CR1/SLC11A1/LCN2/FPR1/NCKAP1L/LRG1/ITGB2/P2RX1/DOCK2/FCAR/CEACAM1/PTPRC/STOM/FCER1G/IL6/LAIR1/RETN/FGR/SERPINA1/SIGLEC14/OSCAR/CD68/CHI3L1/FPR2/OLR1/SLC27A2/TNFRSF1B/PLAC8/S100A9/C3/IRAK4/RAB27A/KCNAB2/RAP2C/ACE/MNDA/HK3/CTSS/ALDH3B1/IQGAP2/FCGR2A/S100A8/LGALS3/RNASE2/TYROBP/HP/HLA-H/CD33/ADGRE5/TNFAIP6/CD58/S100A11/ASAH1/AMPD3/TCIRG1/ITGAM/CD300A/S100P/ARG1/FRK/SIGLEC5/ADAM8/ITGAL/NDUFC2/PADI2/DNAJC13/BPI/ALAD/CD55/ORM2/ORM1/LILRB3/PTPRN2/C5AR1/LAMTOR3/DNAJC5/GNS/PAFAH1B2/TBC1D10C/MLEC/TMEM63A/PRCP/AOC1/MOSPD2/ADAM17/ITGAX/B2M/HVCN1/FUCA1/SIGLEC9/FCN1/SIRPB1/PNP/CD53/CPNE3/VNN1/PTX3/CD177/ATAD3B/CXCR1/SLPI/ATP6V1D/CFP/IDH1/CREG1/NFAM1/SERPINB10/C3AR1/PGRMC1/SERPINB1/UNC13D/PYGL/SLC15A4/ORMDL3/CRISPLD2/STK10/HSPA1A/MMP25/TXNDC5/DIAPH1/RAB18/FOLR3/TMEM30A/FUCA2/TOLLIP/GHDC/RAB9B/ATP6AP2/DOK3/TCN1/ADGRG3/RAP1B/GAA/ANPEP/CPPED1/GLB1/CCT8/PYGB/DSC1/NBEAL2/MMP9/MAGT1/KRT1/ABR/SLC2A3/DSP",155
"BP","GO:0002283","neutrophil activation involved in immune response","152/3706","488/17913",2.39921829640447e-08,2.15859081432391e-06,1.92383138937696e-06,"HSPA6/ALOX5/MVP/GLIPR1/PLAUR/TLR2/GPR84/LILRB2/SERPINA3/CR1/SLC11A1/LCN2/FPR1/NCKAP1L/LRG1/ITGB2/P2RX1/DOCK2/FCAR/CEACAM1/PTPRC/STOM/FCER1G/LAIR1/RETN/FGR/SERPINA1/SIGLEC14/OSCAR/CD68/CHI3L1/FPR2/OLR1/SLC27A2/TNFRSF1B/PLAC8/S100A9/C3/RAB27A/KCNAB2/RAP2C/MNDA/HK3/CTSS/ALDH3B1/IQGAP2/FCGR2A/S100A8/LGALS3/RNASE2/TYROBP/HP/HLA-H/CD33/ADGRE5/TNFAIP6/CD58/S100A11/ASAH1/AMPD3/TCIRG1/ITGAM/CD300A/S100P/ARG1/FRK/SIGLEC5/ADAM8/ITGAL/NDUFC2/PADI2/DNAJC13/BPI/ALAD/CD55/ORM2/ORM1/LILRB3/PTPRN2/C5AR1/LAMTOR3/DNAJC5/GNS/PAFAH1B2/TBC1D10C/MLEC/TMEM63A/PRCP/AOC1/MOSPD2/ITGAX/B2M/HVCN1/FUCA1/SIGLEC9/FCN1/SIRPB1/PNP/CD53/CPNE3/VNN1/PTX3/CD177/ATAD3B/CXCR1/SLPI/ATP6V1D/CFP/IDH1/CREG1/NFAM1/SERPINB10/C3AR1/PGRMC1/SERPINB1/UNC13D/PYGL/SLC15A4/ORMDL3/CRISPLD2/STK10/HSPA1A/MMP25/TXNDC5/DIAPH1/RAB18/FOLR3/TMEM30A/FUCA2/TOLLIP/GHDC/LILRA2/RAB9B/ATP6AP2/DOK3/TCN1/ADGRG3/RAP1B/GAA/ANPEP/CPPED1/GLB1/CCT8/PYGB/DSC1/NBEAL2/MMP9/MAGT1/KRT1/ABR/SLC2A3/DSP",152
"BP","GO:0043312","neutrophil degranulation","151/3706","485/17913",2.75155599909864e-08,2.43971298586746e-06,2.17437987419237e-06,"HSPA6/ALOX5/MVP/GLIPR1/PLAUR/TLR2/GPR84/LILRB2/SERPINA3/CR1/SLC11A1/LCN2/FPR1/NCKAP1L/LRG1/ITGB2/P2RX1/DOCK2/FCAR/CEACAM1/PTPRC/STOM/FCER1G/LAIR1/RETN/FGR/SERPINA1/SIGLEC14/OSCAR/CD68/CHI3L1/FPR2/OLR1/SLC27A2/TNFRSF1B/PLAC8/S100A9/C3/RAB27A/KCNAB2/RAP2C/MNDA/HK3/CTSS/ALDH3B1/IQGAP2/FCGR2A/S100A8/LGALS3/RNASE2/TYROBP/HP/HLA-H/CD33/ADGRE5/TNFAIP6/CD58/S100A11/ASAH1/AMPD3/TCIRG1/ITGAM/CD300A/S100P/ARG1/FRK/SIGLEC5/ADAM8/ITGAL/NDUFC2/PADI2/DNAJC13/BPI/ALAD/CD55/ORM2/ORM1/LILRB3/PTPRN2/C5AR1/LAMTOR3/DNAJC5/GNS/PAFAH1B2/TBC1D10C/MLEC/TMEM63A/PRCP/AOC1/MOSPD2/ITGAX/B2M/HVCN1/FUCA1/SIGLEC9/FCN1/SIRPB1/PNP/CD53/CPNE3/VNN1/PTX3/CD177/ATAD3B/CXCR1/SLPI/ATP6V1D/CFP/IDH1/CREG1/NFAM1/SERPINB10/C3AR1/PGRMC1/SERPINB1/UNC13D/PYGL/SLC15A4/ORMDL3/CRISPLD2/STK10/HSPA1A/MMP25/TXNDC5/DIAPH1/RAB18/FOLR3/TMEM30A/FUCA2/TOLLIP/GHDC/RAB9B/ATP6AP2/DOK3/TCN1/ADGRG3/RAP1B/GAA/ANPEP/CPPED1/GLB1/CCT8/PYGB/DSC1/NBEAL2/MMP9/MAGT1/KRT1/ABR/SLC2A3/DSP",151
"BP","GO:0042093","T-helper cell differentiation","31/3706","58/17913",3.70515469889046e-08,3.23830520683026e-06,2.88612050229362e-06,"BCL3/IRF4/RELB/RARA/STAT3/IL18R1/IL4R/IL6/TBX21/SLAMF6/NFKBIZ/ZC3H12A/LEF1/CD86/JAK3/BCL6/LY9/GPR183/IL2/BATF/IL27/NFKBID/SMAD7/PRKCZ/STAT6/ANXA1/PTGER4/SOCS5/SEMA4A/RIPK2/SPN",31
"BP","GO:0042119","neutrophil activation","154/3706","499/17913",3.79394108636339e-08,3.26920162906637e-06,2.91365675720717e-06,"HSPA6/ALOX5/MVP/GLIPR1/PLAUR/TLR2/GPR84/LILRB2/SERPINA3/CR1/SLC11A1/LCN2/FPR1/NCKAP1L/LRG1/ITGB2/P2RX1/DOCK2/FCAR/IL18RAP/CEACAM1/PTPRC/STOM/FCER1G/LAIR1/RETN/FGR/SERPINA1/SIGLEC14/OSCAR/CD68/CHI3L1/FPR2/OLR1/SLC27A2/TNFRSF1B/PLAC8/S100A9/C3/RAB27A/KCNAB2/RAP2C/MNDA/HK3/CTSS/ALDH3B1/IQGAP2/FCGR2A/S100A8/LGALS3/RNASE2/TYROBP/HP/HLA-H/CD33/ADGRE5/TNFAIP6/CD58/S100A11/ASAH1/AMPD3/TCIRG1/ITGAM/CD300A/S100P/ARG1/FRK/SIGLEC5/ADAM8/ITGAL/NDUFC2/PADI2/DNAJC13/BPI/ALAD/CD55/ORM2/ORM1/LILRB3/PTPRN2/C5AR1/LAMTOR3/DNAJC5/GNS/PAFAH1B2/TBC1D10C/MLEC/TMEM63A/PRCP/AOC1/MOSPD2/ITGAX/B2M/HVCN1/FUCA1/SIGLEC9/FCN1/SIRPB1/PNP/CD53/CPNE3/VNN1/PTX3/CD177/ATAD3B/CXCR1/SLPI/ATP6V1D/CFP/IDH1/CREG1/NFAM1/SERPINB10/C3AR1/PGRMC1/SERPINB1/UNC13D/PYGL/SLC15A4/ORMDL3/CRISPLD2/STK10/HSPA1A/MMP25/TXNDC5/DIAPH1/RAB18/FOLR3/TMEM30A/FUCA2/TOLLIP/GHDC/LILRA2/RAB9B/ATP6AP2/DOK3/TCN1/ADGRG3/IL15/RAP1B/GAA/ANPEP/CPPED1/GLB1/CCT8/PYGB/DSC1/NBEAL2/MMP9/MAGT1/KRT1/ABR/SLC2A3/DSP",154
"BP","GO:0002287","alpha-beta T cell activation involved in immune response","32/3706","61/17913",4.04345053451997e-08,3.38874388632784e-06,3.02019809211441e-06,"BCL3/IRF4/RELB/EOMES/RARA/STAT3/IL18R1/IL4R/IL6/TBX21/SLAMF6/NFKBIZ/ZC3H12A/LEF1/CD86/JAK3/BCL6/LY9/GPR183/IL2/BATF/IL27/NFKBID/SMAD7/PRKCZ/STAT6/ANXA1/PTGER4/SOCS5/SEMA4A/RIPK2/SPN",32
"BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","32/3706","61/17913",4.04345053451997e-08,3.38874388632784e-06,3.02019809211441e-06,"BCL3/IRF4/RELB/EOMES/RARA/STAT3/IL18R1/IL4R/IL6/TBX21/SLAMF6/NFKBIZ/ZC3H12A/LEF1/CD86/JAK3/BCL6/LY9/GPR183/IL2/BATF/IL27/NFKBID/SMAD7/PRKCZ/STAT6/ANXA1/PTGER4/SOCS5/SEMA4A/RIPK2/SPN",32
"BP","GO:0097529","myeloid leukocyte migration","66/3706","170/17913",4.28307477566361e-08,3.54106101047432e-06,3.1559498346995e-06,"CALCA/THBS1/SAA1/EDN1/CXCL17/GREM1/EDN3/NCKAP1L/XCL1/CCR7/ITGB2/CXADR/IL6/CCL13/ADGRE2/CCL2/FPR2/LBP/KIT/S100A9/AIF1/PTPRO/IRAK4/CXCL3/CSF3R/CCR1/TREM2/IL1R1/CXCL10/PIK3CD/CSF1/S100A8/LGALS3/SWAP70/CCR2/CYP19A1/EDN2/CD300A/ADAM8/NUP85/MMP14/C5AR1/CD74/MOSPD2/ANXA1/TGFB2/ITGA9/CD177/PTGER4/EMILIN1/CCL24/C3AR1/LYN/SERPINE1/SCG2/PIK3CG/VAV3/SLAMF8/CAMK1D/UMOD/IL6R/THBS4/CD200R1/JAML/AGER/CD81",66
"BP","GO:0060333","interferon-gamma-mediated signaling pathway","42/3706","91/17913",4.34897652407658e-08,3.5476051165734e-06,3.16178223083743e-06,"SOCS3/IRF4/IRF8/HCK/HLA-DRB1/IRF9/STAT1/TRIM38/HLA-B/HLA-DQB1/IRF1/PARP9/PTPN2/IFNGR1/TRIM22/HLA-G/GBP2/NLRC5/HLA-F/SP100/HLA-H/SUMO1/JAK1/HLA-DQA1/ARG1/TXK/PARP14/CIITA/HLA-DPB1/HLA-DRA/VCAM1/OASL/HLA-A/JAK2/B2M/HLA-DPA1/IFI30/CDC37/IRF7/HLA-E/IRF3/ICAM1",42
"BP","GO:0006968","cellular defense response","29/3706","53/17913",5.10826033005843e-08,4.11214956569703e-06,3.66492915646851e-06,"LILRB2/ZNF148/CCR5/SH2D1A/PRF1/KLRC3/LBP/NCF2/HLA-G/FOSL1/MNDA/LY96/KLRC2/ITK/TYROBP/CCR2/TCIRG1/RELA/C5AR1/CCR9/FCMR/CXCL9/GNLY/IL1RL2/TRAT1/SPN/UMOD/RAB23/CCR3",29
"BP","GO:0051250","negative regulation of lymphocyte activation","54/3706","132/17913",9.39404098829182e-08,7.46399256706095e-06,6.65223955151765e-06,"RUNX1/IL10/SAMSN1/LILRB2/XCL1/IL4R/CEACAM1/TBX21/PTPN22/HAVCR2/LAX1/CLEC4G/TNFAIP3/IRF1/BTN2A2/ZC3H12A/PTPN2/PELI1/RUNX3/DUSP22/HLA-G/LAG3/JAK3/SLA2/MNDA/SDC4/LST1/BCL6/BANK1/IL2/LGALS3/TYROBP/HLA-F/TIGIT/NFKBID/CD300A/ARG1/DLG1/VSIG4/SMAD7/IL2RA/CD74/MERTK/ANXA1/FGL1/SCGB1A1/SOCS5/CEBPB/TWSG1/SOCS6/AXL/SPN/PRDX2/TNFRSF21",54
"BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","31/3706","60/17913",1.03960967041202e-07,8.06979859987391e-06,7.19216062134975e-06,"BCL3/IRF4/RELB/RARA/STAT3/IL18R1/IL4R/IL6/TBX21/SLAMF6/NFKBIZ/ZC3H12A/LEF1/CD86/JAK3/BCL6/LY9/GPR183/IL2/BATF/IL27/NFKBID/SMAD7/PRKCZ/STAT6/ANXA1/PTGER4/SOCS5/SEMA4A/RIPK2/SPN",31
"BP","GO:0002440","production of molecular mediator of immune response","71/3706","191/17913",1.04203022129787e-07,8.06979859987391e-06,7.19216062134975e-06,"IL10/TLR2/NOD2/SLC11A1/XCL1/IL18R1/IL4R/IL18RAP/PTPRC/KLK7/FCER1G/IL6/TBX21/LAX1/IL1B/HLA-DQB1/CD244/MZB1/DDX21/TNFRSF1B/KIT/GCNT3/TLR4/HLA-G/SAMHD1/JAK3/MAD2L2/IL1R1/IRAK3/POLM/BCL6/IL2/SEMA7A/BATF/KLK5/HLA-F/SWAP70/CCR2/ITM2A/RAET1G/TCIRG1/ARG1/HMOX1/DLG1/CD55/CD28/SMAD7/TMBIM6/PRKCZ/CD74/AICDA/STAT6/CD22/IL7R/B2M/TGFB2/CD96/FFAR3/HSPD1/SPON2/HLA-E/CD40LG/MCM3AP/TRAF3IP2/TLR3/ATAD5/CLCF1/CD160/APOA1/PGC/CD81",71
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","52/3706","126/17913",1.15050205913556e-07,8.79846449723919e-06,7.84157982410816e-06,"CDKN1A/BCL2/LILRB2/EBI3/NCKAP1L/XCL1/PTPRC/PRKCQ/IL6/HAVCR2/IGF1/IL1B/PELI1/AIF1/ADA/TLR4/FGF10/CD1D/IGFBP2/BCL6/CSF1/GPR183/IL2/ZP3/TAC1/CCR2/IL7/ZAP70/LEP/HLA-DPB1/VCAM1/CD55/CD28/IL6ST/CD3E/IL2RA/CD74/ANXA1/HLA-DPA1/PNP/CD38/HES1/RIPK2/HLA-E/CD40LG/ATAD5/VAV3/CLCF1/CD6/IL15/AGER/CD81",52
"BP","GO:0030595","leukocyte chemotaxis","70/3706","188/17913",1.1858987028989e-07,8.95719538806849e-06,7.9830477985917e-06,"IL10/CALCA/THBS1/CH25H/SAA1/EDN1/CXCL17/GREM1/EDN3/NCKAP1L/XCL1/CCR7/ITGB2/CXADR/CXCR4/SLC8B1/IL6/CCL13/CCR5/ADGRE2/CCL2/FPR2/LBP/KIT/S100A9/AIF1/PTPRO/CXCL3/CSF3R/CCR1/KLRK1/CXCL10/PIK3CD/CSF1/S100A8/GPR183/LGALS3/SWAP70/CCR2/CYP19A1/S1PR1/EDN2/CNR2/ADAM8/PADI2/TNFSF14/NUP85/C5AR1/CD74/MOSPD2/ADAM17/ANXA1/TGFB2/ITGA9/IL16/CXCL11/CXCR1/CCL24/C3AR1/LYN/SERPINE1/SCG2/PIK3CG/VAV3/SLAMF8/CAMK1D/IL6R/THBS4/JAML/SLC12A2",70
"BP","GO:0002285","lymphocyte activation involved in immune response","61/3706","158/17913",1.72961100708511e-07,1.29045855382277e-05,1.15011360933259e-05,"BCL3/IL10/IRF4/RELB/SLC11A1/EOMES/RARA/STAT3/IL18R1/APBB1IP/IL4R/CEACAM1/PTPRC/IL6/TBX21/HAVCR2/SLAMF6/NFKBIZ/ZC3H12A/CD244/LEF1/CD86/ADA/RAB27A/TLR4/JAK3/MAD2L2/CD1C/BCL6/LY9/GPR183/IL2/BATF/LGALS3/HLA-F/SWAP70/ITM2A/IL27/NFKBID/ITGAL/CD28/SMAD7/PRKCZ/AICDA/STAT6/ANXA1/EIF2AK4/DOCK10/PTGER4/HSPD1/SOCS5/SEMA4A/UNC13D/RIPK2/LFNG/CD40LG/SPN/ATAD5/CLCF1/ICAM1/CD81",61
"BP","GO:0022408","negative regulation of cell-cell adhesion","64/3706","169/17913",1.99461043965593e-07,1.47024417708614e-05,1.31034649047784e-05,"RUNX1/IL10/LILRB2/XCL1/ABAT/IL4R/CEACAM1/TBX21/PTPN22/HAVCR2/LAX1/CLEC4G/IRF1/BTN2A2/ZC3H12A/PTPN2/PELI1/RUNX3/DUSP22/HLA-G/LAG3/JAK3/MAD2L2/SDC4/BCL6/IL2/CDH1/LGALS3/ADAMTS18/NF2/SWAP70/ALOX12/TIGIT/NFKBID/CD300A/ARG1/SPINT2/DLG1/VSIG4/SMAD7/JAK2/IL2RA/CD74/RDX/ANXA1/EPCAM/CCL25/C1QTNF1/TNR/FGL1/CCM2L/B4GALNT2/SCGB1A1/SOCS5/CEBPB/PPARA/TWSG1/METTL3/SOCS6/SPN/PRDX2/PTK2/TNFRSF21/APOA1",64
"BP","GO:0032609","interferon-gamma production","45/3706","105/17913",2.1930295533754e-07,1.58040477270671e-05,1.40852647453085e-05,"BCL3/IL10/IRF8/SLC11A1/EOMES/EBI3/XCL1/RARA/CCR7/IL18R1/IL1RL1/IL18RAP/HMHB1/PTPN22/HAVCR2/SLAMF6/IL1B/ZC3H12A/CD244/TLR4/KLRK1/IL1R1/RASGRP1/IL2/ITK/ZP3/CCR2/IL27/TCIRG1/TXK/HLA-DPB1/CD3E/ISL1/CD2/HLA-DPA1/IL12RB2/CD96/HSPD1/SCGB1A1/TLR8/RIPK2/AXL/SPN/TLR3/CD160",45
"BP","GO:0007162","negative regulation of cell adhesion","92/3706","271/17913",2.19572418568275e-07,1.58040477270671e-05,1.40852647453085e-05,"RUNX1/TNC/IL10/THBS1/LILRB2/XCL1/ABAT/IL4R/CEACAM1/PTPRC/MUC1/TBX21/PTPN22/CD164/HAVCR2/LAX1/CLEC4G/IRF1/BTN2A2/ZC3H12A/CYP1B1/PTPN2/PELI1/RND1/RUNX3/PTPRO/DUSP22/HLA-G/LAG3/JAK3/MAD2L2/SDC4/BCL6/IL2/CDH1/LGALS3/ADAMTS18/NF2/SWAP70/MAP4K4/ALOX12/TIGIT/SIPA1/TGFBI/ADAM22/NFKBID/CD300A/ARG1/ARHGAP6/SPINT2/DLG1/VSIG4/MMP14/SMAD7/JAK2/IL2RA/CD74/RDX/ANXA1/EPCAM/CCL25/C1QTNF1/PHLDB2/APOD/FAM107A/TNR/FGL1/AJAP1/CCM2L/B4GALNT2/SCGB1A1/CORO1C/SOCS5/CEBPB/SERPINE1/PPARA/TWSG1/METTL3/SPOCK1/SOCS6/CDKN2A/SPN/PRDX2/KANK1/LPXN/PTK2/PDE3B/LRP1/TNFRSF21/ACER2/APOA1/JAM2",92
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","54/3706","135/17913",2.26347621464116e-07,1.61022645129937e-05,1.4351048704824e-05,"IL10/CR1/SLC11A1/XCL1/IL18R1/IL1RL1/IL4R/CEACAM1/PTPRC/PRKCQ/FCER1G/IL6/TBX21/HAVCR2/NFKBIZ/IL1B/CLEC4G/FCER2/TNFAIP3/ZC3H12A/TNFRSF1B/C3/ADA/DUSP22/HLA-G/JAK3/MAD2L2/IL1R1/BCL6/IL2/ZP3/HLA-F/CCR2/C4BPB/IL27/NFKBID/ARG1/C4BPA/CD28/SMAD7/PRKCZ/CD226/STAT6/IL7R/ANXA1/B2M/HSPD1/SOCS5/RIPK2/HLA-E/ATAD5/CLCF1/AGER/CD81",54
"BP","GO:0050671","positive regulation of lymphocyte proliferation","51/3706","125/17913",2.33497662606059e-07,1.64199850554468e-05,1.46342152728299e-05,"CDKN1A/BCL2/LILRB2/EBI3/NCKAP1L/XCL1/PTPRC/PRKCQ/IL6/HAVCR2/IGF1/IL1B/PELI1/AIF1/ADA/TLR4/FGF10/CD1D/IGFBP2/BCL6/GPR183/IL2/ZP3/TAC1/CCR2/IL7/ZAP70/LEP/HLA-DPB1/VCAM1/CD55/CD28/IL6ST/CD3E/IL2RA/CD74/ANXA1/HLA-DPA1/PNP/CD38/HES1/RIPK2/HLA-E/CD40LG/ATAD5/VAV3/CLCF1/CD6/IL15/AGER/CD81",51
"BP","GO:0042088","T-helper 1 type immune response","24/3706","42/17913",2.43203034373194e-07,1.69081382306273e-05,1.50692789240807e-05,"BCL3/IL18BP/RELB/SLC11A1/EBI3/XCL1/IL18R1/IL1RL1/IL4R/IL18RAP/HAVCR2/IL1B/LEF1/TLR4/JAK3/IL1R1/CCR2/IL27/STAT6/ANXA1/SOCS5/SEMA4A/RIPK2/SPN",24
